Country,State,URL
Mexico,Colima,https://www.sat.gob.mx/cs/Satellite?blobcol=urldata&blobkey=id&blobtable=MungoBlobs&blobwhere=1461172431580&ssbinary=true
Mexico,MichoacandeOcampo,https://www.umich.mx/documentos/Normatividad/20200703-46-Reglamento%20del%20Patrimonio%20de%20la%20Universidad%20Michoacana%20de%20San%20Nicol%C3%A1s%20de%20Hidalgo.pdf
Mexico,Puebla,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=065c5d78-03e2-4e6c-a917-676c70012e99
Chile,RegiondeLosLagos,https://neufert-cdn.archdaily.net/uploads/product_file/file/71899/Ficha_de_producto.pdf
Peru,Lima,http://www.oit.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_314402.pdf
Peru,Ayacucho,http://zonasegura.seace.gob.pe/mon/docs/procesos/2012/000543/5740467rad09BD5.pdf
Mexico,Aguascalientes,http://concejodebogota.gov.co/cbogota/site/artic/20161220/asocfile/20161220153238/jorge_eduardo_torres_informe_de_gesti__n_2016___ii_2_v1.pdf
Mexico,Sonora,http://archivos.guaymas.gob.mx/2016/Febrero/ACTAS%20PUBLICADAS%202006%202009/ACTA%20ORD.%2049%20%20ADMON.%202006-2009.pdf
Mexico,Guerrero,https://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=114004
Peru,Ica,https://www.santaeulalia.net/images/Documentacion/Perfil_del_contratante/17-2522/501402F2doc4-170410.pdf
Guatemala,SanMarcos,http://www.minvivienda.gov.co/Documents/ViceministerioVivienda/RESULTADOS%20CONVOCATORIA%20%2002%20DE%20JUNIO%20DE%202016.pdf
ElSalvador,Chalatenango,https://www.salud.gob.sv/archivos/pdf/uaci2016/licitaciones_publicas_nacionales/LPN-FSSPSV-375-LPN-B/LPN-FSSPSV-375-LPN-B_BASES-sig.pdf
Mexico,EstadodeMexico,http://siprep.edomexico.gob.mx/spp2010/doc/Documentos/2_Clasificador%20por%20Objeto%20de%20Gasto%202010.pdf
Mexico,Campeche,https://lasombradearteaga.segobqueretaro.gob.mx/getfile.php?p1=20140847-01.pdf
Peru,Ica,http://repositorio.ana.gob.pe/bitstream/handle/20.500.12543/4396/ANA0002906.pdf?sequence=1&isAllowed=y
Mexico,Guanajuato,http://www.geografia.umsa.bo/documents/437373746/0/XVI+EGAL
Peru,Amazonas,https://dspace.ups.edu.ec/bitstream/123456789/8809/1/UPS-CT005022.pdf
Peru,Cusco,http://repositorio.unjbg.edu.pe/bitstream/handle/UNJBG/1075/TM227_Vilcanqui_Alarcon_AN%20.pdf?sequence=1&isAllowed=y
Mexico,SanLuisPotosi,http://cienciasquimicas.uaslp.mx/docs/facultad/estatuto-organico.pdf
Guatemala,Huehuetenango,https://glifos.umg.edu.gt/digital/90312.pdf
Guatemala,Zacapa,http://geonodesiam.invemar.org.co/documents/3712/download
ElSalvador,LaPaz,https://www.diariooficial.gob.sv/diarios/do-2017/08-agosto/31-08-2017.pdf
Chile,RegiondeValparaiso,http://legales.elmostrador.cl/c_avisos/imagenes/FOSISRegiondeValparaiso_YoEmprendoSemillaIEF2Convocatoria_140514.pdf
Guatemala,SanMarcos,https://dialnet.unirioja.es/descarga/articulo/5084584.pdf
Peru,Loreto,http://www.obrapublica.com/files/adjuntos/adj_101820.pdf
Mexico,Aguascalientes,http://bdigital.dgse.uaa.mx:8080/xmlui/bitstream/handle/11317/1576/432877.pdf?sequence=1&isAllowed=y
ElSalvador,Ahuachapan,https://library.fes.de/pdf-files/bueros/fesamcentral/11472/2016-2017.pdf
Chile,RegiondeAntofagasta,https://www.antofagasta.co.uk/media/3633/sustainability-report-2015-spanish.pdf
Peru,Piura,http://www.munitalara.gob.pe/uploads/ConvocatoriaEX/ConvocatoriaPCA.pdf
Peru,SanMartin,https://epsmoyobamba.com.pe/uploads/Documentos/informesunass2017.pdf
Mexico,EstadodeMexico,http://centro.paot.org.mx/documentos/pnud/IDH_Estado_de_Mexico_2011-2.pdf
Chile,RegiondeLaAraucania,http://somosespeciales.cl/wp-content/uploads/2020/05/EXTRACTO-N%C2%B08-DE-04-05-2020.pdf
Chile,RegiondeCoquimbo,http://2010-2014.gob.cl/media/2013/08/Coquimbo.pdf
Peru,Lima,https://eprints.ucm.es/38768/1/T37612.pdf
Mexico,Aguascalientes,https://www.gob.mx/cms/uploads/attachment/file/126548/Informes_Gestiones_Anteriores_-_Etapa_2_IRC_CONAFOR_2006-2012.pdf
Mexico,DistritoFederal,http://bva.colech.edu.mx/xmlui/bitstream/handle/123456789/HASH68894de577a8d049ef5ec7/bio030.pdf?sequence=3
Mexico,Queretaro,http://indesol.gob.mx/cedoc/pdf/III.%20Desarrollo%20Social/Ecotecnias/Manual%20De%20La%20%20Vivienda%20Rural%20Sustentable%20Manual%20Del%20Capacitador.pdf
Mexico,Tamaulipas,http://sumawebdesarrollo.com/produccioneconomica/wp-content/uploads/2020/04/Desigualdad-y-pobreza.pdf
Mexico,Chiapas,http://www.iaipchiapas.org.mx/pdf-estrado/803-2010-R.pdf
Mexico,Colima,http://www.tecoman.gob.mx/transparencia/Actas%20de%20Sesion/ACTAS%20DE%20CABILDO%20-%20ADMINISTRACIONES/OSCAR%20AVALOS/Acta%20No.%2023%20OA.pdf
ElSalvador,SanVicente,https://repositorio.uniandes.edu.co/bitstream/handle/1992/14754/u470832.pdf?sequence=1
ElSalvador,LaPaz,https://www.redalyc.org/pdf/737/73737091009.pdf
Guatemala,Huehuetenango,http://biblioteca.usac.edu.gt/tesis/05/05_8683.pdf
Mexico,Sonora,http://www.ues.mx/Docs/convocatorias/Convocatoria_excelencia_sonora.pdf
Guatemala,SantaRosa,https://www.bnvalores.com/app/publicaciones/displayDocument.do?id=7315
Peru,Loreto,http://repositorio.uchile.cl/bitstream/handle/2250/101814/isla_m.pdf?sequence=4&isAllowed=y
Peru,Loreto,http://www.consulado.pe/es/Tokio/Documents/Expo%20Amazonica%20Loreto%202019.pdf
Mexico,Oaxaca,http://aleph.ecosur.mx:8991/F?func=service&doc_library=CFS01&local_base=CFS01&doc_number=000036687&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA
Mexico,Guerrero,http://www.cacin.es/c/document_library/get_file?p_l_id=68155&folderId=689638&name=DLFE-3703.pdf
Mexico,Chiapas,https://www.sancristobal.gob.mx/media/pdf_file_994930391.pdf
ElSalvador,LaUnion,http://www.aytomazcuerras.es/files/publicaciones/654/Reglamento%20regulador%20de%20la%20prestaci%C3%B3n%20de%20agua%20potable%20y%20alcantarillado.pdf
Mexico,Morelos,http://www.paot.org.mx/sasd02/ficheros/acuerdos/ac_pub/932_resolucion_spa_326_2007.PDF
Mexico,Guerrero,http://legislacion.scjn.gob.mx/Buscador/Paginas/AbrirDocReforma.aspx?q=u+uol4XmeVVQSBV20oBZUwv/+kh4saQoVr9pUwqD+ZEEO1bcSCBsqKIw+/5aGgPoMpUYyly1LyPsnS4FtB3xhqoMHlqPBm7drbLJZ3dPlZtPcK1woGEJcnhboAJZbUWg
ElSalvador,Cuscatlan,https://www.mined.gob.sv/EstadisticaWeb/observatorio/2018/departamentos/07_CUSCATL%C3%81N/CANDELARIA.pdf
Guatemala,SantaRosa,http://www.ecominga.uqam.ca/PDF/BIBLIOGRAPHIE/GUIDE_LECTURE_4/4/5.Transecto.pdf
Peru,Ucayali,http://www.bankinformationcenter.org/wp-content/uploads/2013/08/BoletinMensual_agosto2007.pdf
Mexico,Sinaloa,http://www.unifrut.com.mx/simposiums/2012/(P.%20S.%202012)%20La%20importancia%20de%20los%20microorganismos%20del%20suelo%20en%20la%20nutrici%C3%B3n%20vegetal.pdf
Mexico,Chiapas,https://iapchiapas.edu.mx/storage/docs/biblioteca/4.pdf
Chile,RegiondeAntofagasta,http://www.chileindica.cl/instructivos/Ejecucion_Presupuestaria_Diciembre_2010.pdf
ElSalvador,vacio,https://archive.ipcc.ch/pdf/special-reports/spm/srl-sp.pdf
Guatemala,Guatemala,https://sicoindes.minfin.gob.gt/sicoinweb/downloads/245920105928_Oficio%20Circular%20DCE-001-2020.pdf
Guatemala,ElProgreso,https://www.mapa.gob.es/es/desarrollo-rural/temas/gestion-sostenible-regadios/MEMORIA_I_DIAGNOSTICO_AMBIE_tcm30-150008.pdf
Mexico,Sinaloa,http://www.apta.com.mx/apta2008/ce/dof/descargapdf/2017/10Octubre/20171012/indice17101210-1.pdf
Peru,Loreto,http://aplicaciones02.regionloreto.gob.pe/sisdoc/sites/default/files/normativa_regional/1913.pdf
Guatemala,Jalapa,http://biblioteca.clacso.edu.ar/Guatemala/icefi/20140909022648/Contamos-8.pdf
Peru,Loreto,https://munihuallaga.gob.pe/wp-content/uploads/2019/12/Ordenanza-Municipal-005-1.pdf
Peru,Puno,https://escuelajudicialpj.poder-judicial.go.cr/images/DocsRevista/revistajudicial110.pdf
Peru,Ayacucho,https://www.pj.gob.pe/wps/wcm/connect/bbc8820046064c81b260ba021c5bb19c/161.-SINTESIS+INFORMATIVA+DEL+28+DE+OCTUBRE+DEL+2014.pdf?MOD=AJPERES&CACHEID=bbc8820046064c81b260ba021c5bb19c
Mexico,Oaxaca,http://www.medioambiente.oaxaca.gob.mx/transparencia/2015/XV/5%20TDR_Fortalecimiento%20de%20capacidades%20locales_2015.pdf
Mexico,Nayarit,https://www.colmich.edu.mx/relaciones25/index.php/numeros-anteriores/10-articulos/1032-articulo-69-dos-visitas-episcopales-del-siglo-xvii-en-la-sierra-de-nayarit
Mexico,Durango,https://www.redalyc.org/pdf/425/42551127009.pdf
Mexico,BajaCaliforniaSur,ftp://ftp.conagua.gob.mx/IFAI/Resoluciones/2015/1610100030615.pdf
Peru,Huanuco,https://cdn.www.gob.pe/uploads/document/file/1232490/inf-DEIN-067-2018-RD-01120200813-3057667-1v7vd9a.pdf
Guatemala,ElProgreso,http://www.unterseccionalroca.org.ar/imagenes/documentos/leg/Ruiz%20Caro.pdf
Guatemala,SantaRosa,https://www.gba.gob.ar/sites/default/files/agroindustria/docs/LIBRO_DE_RESUMENES_XII_Jornadas_2016.pdf
Peru,Puno,http://eudora.vivienda.gob.pe/OBSERVATORIO/documentos/PDU/Juliaca/4%20Volumen%204%20-%20Resumen%20Ejecutivo%20PDU%20Juliaca.pdf
Mexico,CoahuiladeZaragoza,http://www.apta.com.mx/apta2008/ce/dof/descargapdf/2018/08Agosto/20180803/indice18080310-1.pdf
Mexico,BajaCalifornia,http://ford.ciesas.edu.mx/downloads/2do_2_01.pdf
Guatemala,Escuintla,http://sil.gobernacion.gob.mx/Archivos/Decretos/DOF3039188-3038859-20131203.pdf
ElSalvador,vacio,http://www.uco.es/zootecniaygestion/img/pictorex/28_13_05_Manejo_y_producion3.pdf
Mexico,Aguascalientes,http://sncf.gob.mx/delivery?srv=1&repo=1&path=/Normatividad_Coord_Hacendaria/Normatividad_Coord_Ingresos/2_Norm_Tributaria_Federal/2_6_Ley_Federal_de_Derechos/2_6_1_Ley_Federal_de_Derechos_Completa.pdf
Peru,Lambayeque,http://www.munilavictoriach.gob.pe/web/Administracion/documents/doc_02868.pdf
Guatemala,SantaRosa,https://www.portal.catamarca.gov.ar/media/boletin-oficial-uploads/864-bol._nro_13.pdf
Chile,RegiondeCoquimbo,https://www.davidnoticias.cl/wp-content/uploads/2017/11/HISTORIA-SECRETA-DE-ILLAPEL.pdf
Guatemala,SantaRosa,http://www.indepaz.org.co/wp-content/uploads/2020/02/AT-N%C2%B0-012-19-BOL-Santa-Rosa-del-Sur.pdf
Peru,Amazonas,https://www.alice.cnptia.embrapa.br/bitstream/doc/1047010/1/17815786801PB.pdf
Mexico,Chiapas,http://ww.ucol.mx/revaia/portal/ver_pdf.php?articulo=238
Guatemala,SanMarcos,http://186.170.30.3:8080/xmlui/bitstream/handle/123456789/289/DPP-0235%20Hacia%20una%20propuesta%20municipal%20Bol%C3%ADvar.pdf?sequence=1&isAllowed=y
Mexico,Chihuahua,http://www.fz.uach.mx/noticias/2016/09/26/Informe%20de%20Autoevaluaci%C3%B3n%20IZSP.pdf
Chile,RegiondeValparaiso,https://www.uvm.cl/wp-content/archivos/brochure-comunidad-profesionales.pdf
Mexico,NuevoLeon,http://ipanuevoleon.com/portal/wp-content/uploads/2012/11/Calendario-IPA-CAINTRA-2013-1er.-Semestre..pdf
Chile,RegiondeAricayParinacota,http://www.onu.cl/es/pdfs_inter/politicas_publicas_pueblos_indigenas_interculturalidad/10.pdf
Guatemala,Quetzaltenango,https://www.ilo.org/wcmsp5/groups/public/---ed_norm/---relconf/documents/meetingdocument/wcms_141876.pdf
Mexico,Hidalgo,https://www.researchgate.net/profile/Esteban_Valtierra-Pacheco/publication/313242821_Aprovechamiento_de_productos_forestales_no_maderables_en_los_bosques_de_montana_alta_centro_de_Mexico/links/58939f07a6fdcc45530c2e9d/Aprovechamiento-de-productos-forestales-no-maderables-en-los-bosques-de-montana-alta-centro-de-Mexico.pdf
ElSalvador,vacio,http://www.cee.pr.gov.br/arquivos/File/pdf/Pareceres%202011/CEB/pa_ceb_707_11.pdf
Guatemala,Guatemala,https://portal.ric.gob.gt/sites/default/files/2020-02/Manual%20de%20Org%20y%20Descrip%20de%20Puestos-RIC-%20Version%20Final%20%202019.pdf
Guatemala,Guatemala,https://core.ac.uk/download/pdf/207333541.pdf
Mexico,Colima,http://www.hacienda.gob.mx/conac/Entidades%20Federativas%20Implementacin%202015%20Anual/2015/Segundo%20Trimestre/Colima/053_2111_300715t02_08000.pdf
Chile,RegiondeLosLagos,http://biblioteca.inia.cl/medios/remehue/noticias/INFORMATIVO63.pdf
Guatemala,Escuintla,http://www.guatecompras.gt/concursos/files/1180/5896363%40PUNTO%20DECIMO%20OCTAVO.pdf
Peru,Lima,https://www.wiego.org/sites/default/files/resources/files/Ordenanza-No-062-Reglamento-de-la-administracion-del-centro-historico-de-Lima-Peru-1994%281%29.pdf
Peru,Amazonas,http://www7.quito.gob.ec/mdmq_ordenanzas/Comisiones%20del%20Concejo/Uso%20de%20Suelo/2017/2017-08-21/2.%20%20Oficio%20No.%20MAG-SAG-2017-0965-OF.pdf
Peru,Callao,https://www.senace.gob.pe/wp-content/uploads/2018/02/CV_Cesar-de-la-Cruz.pdf
ElSalvador,Usulutan,https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/1/2010-2019/2011/06/95506.PDF
Mexico,Colima,http://www.ordenjuridico.gob.mx/Documentos/Estatal/Colima/wo113156.pdf
Guatemala,Guatemala,https://core.ac.uk/download/pdf/148685223.pdf
Mexico,MichoacandeOcampo,http://ri-ng.uaq.mx/bitstream/123456789/1430/1/FI-0023-Miriam%20Mart%C3%ADnez%20Ben%C3%ADtez.pdf
Mexico,QuintanaRoo,http://servicioprofesionaldocente.sep.gob.mx/portal-docente-2014-2018/content/ba/docs/2017/ingreso/convocatorias/Quintana_Roo.pdf
Guatemala,Guatemala,https://www.upf.edu/dhes-alfa/materiales/docs/DHPP_Manual_v3.pdf
Peru,Ucayali,https://cdn.www.gob.pe/uploads/document/file/1206697/1631-200820200806-1746888-mdndit.pdf
Mexico,Yucatan,http://www.yucatan.gob.mx/docs/mir/MIR_162_1.pdf
Guatemala,Jutiapa,http://www.mspas.gob.gt/images/files/pueblosindigenas/documentos/NormasPertinenciaCulturalenServiciosdeSalud.pdf
ElSalvador,vacio,https://contenido.sanjuan.gob.ar/index.php?option=com_k2&view=item&task=download&id=6140_7b05d929aa2f6999955e60c83d498087&Itemid=146
Guatemala,Huehuetenango,https://planipolis.iiep.unesco.org/sites/planipolis/files/ressources/guatemala_metas_del_milenio_informe_de_avance.pdf
Chile,RegiondeLosLagos,https://www.bcn.cl/obtienearchivo?id=recursoslegales/10221.3/54267/1/1438_365.pdf
Peru,Ancash,https://portal.mtc.gob.pe/transportes/socioambientales/documentos/2016/R.D.%20N%C2%B0%20580-2016-MTC_16.pdf
Peru,Junin,https://www.idr.org.ar/wp-content/uploads/2012/02/olivo1.pdf
Mexico,EstadodeMexico,https://bnah.inah.gob.mx/bnah_lazaro_cardenas/uploads/E4_D482_FF1_2.pdf
Peru,Huanuco,https://cdn.www.gob.pe/uploads/document/file/1363845/3.2_CUADRO_DESCRIP_ZONA_1B.pdf
Guatemala,Escuintla,https://www.iom.int/jahia/webdav/shared/shared/mainsite/policy_and_research/un/65/A_65_116_S.pdf
Peru,Cajamarca,https://cdn.www.gob.pe/uploads/document/file/1251431/RA_93_2017.pdf
Guatemala,Guatemala,http://www.conanp.gob.mx/conanp/dominios/eltriunfo/docs/Publicaciones_Tecnicas/Articulos/Gonz%C3%A1lez-Garc%C3%ADa%202012%20Pav%C3%B3n%20especie%20cuasiend%C3%A9mica.pdf
Mexico,EstadodeMexico,http://repositorio.liconsa.gob.mx/files/DC/SACI/2019-tx/SACI_A_2019/3%20Trim%202019/IA-E60-2019/FALLO%20PROMOTORIA%202019_ocr.pdf
ElSalvador,Morazan,https://bdigital.zamorano.edu/bitstream/11036/5640/1/IAD-2005-T011.pdf
Peru,Huancavelica,https://gredos.usal.es/bitstream/handle/10366/123036/DHMMC_RibeiroGutierrez_Lealtadescorona.pdf?sequence=1&isAllowed=y
Peru,Ica,http://www.scielo.org.co/pdf/rfnam/v57n2/a04v57n2.pdf
Mexico,Tamaulipas,http://www.scielo.org.mx/pdf/regsoc/v27n62/v27n62a8.pdf
Guatemala,Quetzaltenango,http://www.bosquesmodelo.net/wp-content/uploads/2017/06/Informe-Directorio-2017.pdf
Chile,RegiondelMaule,https://www.senado.cl/appsenado/index.php?mo=transparencia&ac=doctoInformeAsesoria&id=5619
Peru,Huanuco,http://bibliotecavirtual.clacso.org.ar/ar/libros/coedicion/garcial/cap6.pdf
Mexico,Colima,https://www.vocesenelfenix.com/sites/default/files/pdf/17_6.pdf
Mexico,Sinaloa,http://www.ccs.edu.mx/MANUAL%20DE%20CONTABILIDAD%20GUBERNAMENTAL%20CCS.pdf
ElSalvador,LaPaz,https://www.superservicios.gov.co/sites/default/archivos/Acueducto%2C%20alcantarillado%20y%20aseo/Acueducto%20y%20Alcantarillado/2018/Sep/eilapaz19.12.17_vf1.pdf
Mexico,Colima,https://www.manzanillo.gob.mx/adminmzo/uploads/elementostransparencia/5cf9692405206_reglamento%20interno%20de%20la%20administracion%20publica.pdf
Mexico,CoahuiladeZaragoza,http://setracoahuila.gob.mx/descargar/Listas%20de%20Acuerdos%20Piedras%20Negras.pdf
